time,queue
2864.41,1236
2865.57,1405
2870.49,1387
2871.36,1385
2874.94,2170
2875.94,1490
2879.54,1967
2880.61,1361
2884.35,2050
2885.4,1250
2887.26,1908
2888.41,1011
2891.31,1530
2892.49,857
2894.11,1462
2895.01,904
2899.6,1123
2900.51,1074
2901.15,1611
2902,800
2903.85,1183
2904.91,938
2905.46,1088
2906.35,618
2908.15,1005
2908.96,538
2910.04,880
2911.09,211
2911.3,702
2912.3,0
2913.12,237
2914.25,209
2915.2,127
2916.39,277
2919.83,339
2920.7,263
2924.79,768
2925.92,93
2930.11,868
2930.95,123
2933.31,663
2934.39,255
2934.49,490
2935.67,253
2941.27,272
2942.34,195
2943.59,1115
2944.77,165
2945.77,373
2946.72,262
2947.87,305
2948.73,40
2951.83,423
2952.79,53
2955.43,459
2956.53,112
2958.97,452
2960.02,15
2961.72,504
2962.57,0
2965.52,249
2966.49,230
2968.56,444
2969.7,100
2973.11,535
2974.27,188
2976.02,627
2977.06,225
2978.23,453
2979.08,56
2982.89,370
2983.8,132
2984.25,655
2985.25,0
2987.97,202
2989.14,0
2990.69,409
2991.77,0
2992.96,233
2993.98,0
2997.82,188
2998.95,0
2999.92,554
3001.01,0
3002.92,150
3003.95,0
3004.86,271
3005.86,0
3008.95,125
3009.89,0
3012.54,489
3013.39,0
3013.91,411
3014.92,0
3016.23,58
3017.34,0
3020.48,208
3021.57,0
3025.84,472
3026.94,0
3029.23,652
3030.08,78
3030.61,369
3031.8,0
3032.45,158
3033.53,0
3037.61,116
3038.76,485
3041.75,606
3042.81,363
3046.99,929
3047.85,539
3052.18,989
3053,521
3055.6,1185
3056.78,745
3058.01,918
3058.82,542
3063.74,923
3064.88,468
3065.1,1288
3066.11,245
3066.24,492
3067.19,0
3070.75,262
3071.6,124
3075.44,545
3076.55,55
3077.68,695
3078.64,0
3078.77,203
3079.87,0
3081.94,20
3082.88,0
3083.48,322
3084.57,0
3085.57,73
3086.54,0
3090.55,140
3091.71,0
3093.31,586
3094.32,103
3096.44,256
3097.61,70
3098.97,431
3100.09,0
3101.71,302
3102.78,0
3102.78,260
3103.79,0
3104.68,0
3105.77,0
